basedir,bdf,video,duration
Sessions/3791,Part_30_N_Trial11_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_21,20
Sessions/785,Part_7_N_Trial3_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_5,21
Sessions/3342,Part_26_Trial21_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_22,11
Sessions/3229,Part_25_Trial8_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_9,9
Sessions/666,Part_6_S_Trial8_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_16,114
Sessions/1504,Part_12_Trial3_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_4,11
Sessions/2592,Part_20_Trial21_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_22,13
Sessions/3573,Part_28_Trial22_taggingImages1,P28-Rec2-2009.09.02.19.22.16_C1 trigger _C_Section_23,11
Sessions/3112,Part_24_Trial21_taggingVideos,P24-Rec4-2009.09.01.13.00.44_C1 trigger _C_Section_22,13
Sessions/776,Part_6_Trial25_taggingVideos,P6-Rec4-2009.07.22.15.52.24_C1 trigger _C_Section_26,14
Sessions/110,Part_1_Trial9_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_10,14
Sessions/3703,Part_29_Trial22_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_23,11
Sessions/2823,Part_22_Trial22_taggingImages2,P22-Rec3-2009.08.31.17.27.47_C1 trigger _C_Section_23,10
Sessions/1028,Part_8_Trial17_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_18,11
Sessions/1526,Part_12_Trial25_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_26,11
Sessions/552,Part_5_S_Trial16_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_32,116
Sessions/1995,Part_16_Trial4_taggingImages1,P16-Rec2-2009.08.27.12.51.34_C1 trigger _C_Section_5,12
Sessions/2131,Part_17_Trial10_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_11,12
Sessions/1474,Part_12_Trial3_taggingImages1,P12-Rec2-2009.08.26.12.19.18_C1 trigger _C_Section_4,11
Sessions/269,Part_3_N_Trial5_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_9,22
Sessions/1404,Part_11_Trial3_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_4,15
Sessions/2616,Part_21_S_Trial8_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_16,110
Sessions/1178,Part_10_S_Trial4_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_8,105
Sessions/381,Part_3_Trial20_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_21,15
Sessions/1405,Part_11_Trial4_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_5,15
Sessions/2881,Part_23_N_Trial11_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_21,20
Sessions/456,Part_4_Trial25_taggingImages1,P4-Rec2-2009.07.21.18.41.08_C1 trigger _C_Section_26,11
Sessions/3721,Part_29_Trial10_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_11,13
Sessions/2369,Part_19_N_Trial15_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_29,20
Sessions/222,Part_2_Trial21_taggingImages2,P2-Rec3-2009.07.10.16.41.03_C1 trigger _C_Section_22,11
Sessions/367,Part_3_Trial6_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_7,17
Sessions/376,Part_3_Trial15_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_16,13
Sessions/2576,Part_20_Trial5_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_6,13
Sessions/3729,Part_29_Trial18_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_19,11
Sessions/35,Part_1_N_Trial18_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_35,18
Sessions/2787,Part_22_Trial16_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_17,11
Sessions/3592,Part_28_Trial11_taggingImages2,P28-Rec3-2009.09.02.19.28.24_C1 trigger _C_Section_12,11
Sessions/2722,Part_21_Trial21_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_22,13
Sessions/803,Part_7_N_Trial12_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_23,24
Sessions/2582,Part_20_Trial11_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_12,13
Sessions/2306,Part_18_Trial25_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_26,11
Sessions/1008,Part_8_Trial27_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_28,12
Sessions/203,Part_2_Trial2_taggingImages2,P2-Rec3-2009.07.10.16.41.03_C1 trigger _C_Section_3,11
Sessions/2318,Part_18_Trial7_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_8,9
Sessions/3014,Part_24_S_Trial12_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_24,127
Sessions/2811,Part_22_Trial10_taggingImages2,P22-Rec3-2009.08.31.17.27.47_C1 trigger _C_Section_11,11
Sessions/855,Part_7_Trial4_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_5,11
Sessions/2891,Part_23_N_Trial16_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_31,22
Sessions/3300,Part_26_Trial9_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_10,11
Sessions/842,Part_7_Trial21_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_22,12
Sessions/3519,Part_28_N_Trial5_emotion,P28-Rec1-2009.09.02.18.36.41_C1 trigger _C_Section_9,20
Sessions/2601,Part_21_N_Trial1_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_1,20
Sessions/3036,Part_24_Trial5_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_6,11
Sessions/1781,Part_14_Trial20_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_21,14
Sessions/2783,Part_22_Trial12_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_13,10
Sessions/1126,Part_9_Trial15_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_16,12
Sessions/1580,Part_13_S_Trial10_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_20,94
Sessions/3873,Part_30_Trial2_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_3,14
Sessions/3674,Part_29_S_Trial17_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_34,136
Sessions/353,Part_3_Trial22_taggingImages2,P3-Rec3-2009.07.21.16.19.16_C1 trigger _C_Section_23,11
Sessions/3877,Part_30_Trial6_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_7,12
Sessions/1812,Part_14_Trial21_taggingVideos,P14-Rec4-2009.08.26.17.33.49_C1 trigger _C_Section_22,12
Sessions/3315,Part_26_Trial24_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_25,11
Sessions/1188,Part_10_S_Trial9_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_18,104
Sessions/3168,Part_25_Trial7_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_8,11
Sessions/2429,Part_19_Trial18_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_19,11
Sessions/509,Part_4_Trial18_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_19,33
Sessions/3182,Part_25_Trial21_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_22,11
Sessions/3593,Part_28_Trial12_taggingImages2,P28-Rec3-2009.09.02.19.28.24_C1 trigger _C_Section_13,11
Sessions/2109,Part_17_N_Trial15_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_29,20
Sessions/3054,Part_24_Trial23_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_24,12
Sessions/684,Part_6_S_Trial17_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_34,140
Sessions/870,Part_7_Trial19_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_20,12
Sessions/583,Part_5_Trial22_taggingImages1,P5-Rec2-2009.07.22.13.04.36_C1 trigger _C_Section_23,13
Sessions/523,Part_5_N_Trial2_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_3,18
Sessions/2436,Part_19_Trial25_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_26,10
Sessions/2784,Part_22_Trial13_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_14,11
Sessions/3855,Part_30_Trial14_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_15,13
Sessions/3474,Part_27_Trial23_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_24,11
Sessions/137,Part_2_N_Trial4_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_7,23
Sessions/908,Part_7_Trial27_taggingVideos,P7-Rec4-2009.07.22.17.50.27_C1 trigger _C_Section_28,14
Sessions/1620,Part_13_Trial19_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_20,12
Sessions/3176,Part_25_Trial15_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_16,12
Sessions/3132,Part_25_S_Trial6_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_12,118
Sessions/837,Part_7_Trial16_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_17,12
Sessions/1649,Part_13_Trial18_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_19,11
Sessions/2936,Part_23_Trial5_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_6,12
Sessions/1307,Part_11_N_Trial4_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_7,23
Sessions/3553,Part_28_Trial2_taggingImages1,P28-Rec2-2009.09.02.19.22.16_C1 trigger _C_Section_3,12
Sessions/443,Part_4_Trial12_taggingImages1,P4-Rec2-2009.07.21.18.41.08_C1 trigger _C_Section_13,12
Sessions/1320,Part_11_S_Trial10_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_20,91
Sessions/1399,Part_11_Trial28_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_29,11
Sessions/24,Part_1_S_Trial12_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_24,131
Sessions/1310,Part_11_S_Trial5_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_10,89
Sessions/677,Part_6_N_Trial14_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_27,18
Sessions/3636,Part_28_Trial25_taggingVideos,P28-Rec4-2009.09.02.19.34.25_C1 trigger _C_Section_26,12
Sessions/2529,Part_20_Trial18_taggingImages1,P20-Rec2-2009.08.31.11.26.53_C1 trigger _C_Section_19,11
Sessions/33,Part_1_N_Trial17_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_33,21
Sessions/877,Part_7_Trial26_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_27,11
Sessions/3554,Part_28_Trial3_taggingImages1,P28-Rec2-2009.09.02.19.22.16_C1 trigger _C_Section_4,11
Sessions/1302,Part_11_S_Trial1_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_2,214
Sessions/253,Part_2_Trial22_taggingVideos,P2-Rec4-2009.07.10.16.47.27_C1 trigger _C_Section_23,12
Sessions/1039,Part_8_Trial28_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_29,16
Sessions/1789,Part_14_Trial28_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_29,13
Sessions/2256,Part_18_Trial5_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_6,11
Sessions/404,Part_4_S_Trial7_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_14,144
Sessions/3463,Part_27_Trial12_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_13,11
Sessions/2747,Part_22_N_Trial9_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_17,20
Sessions/2287,Part_18_Trial6_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_7,12
Sessions/3594,Part_28_Trial13_taggingImages2,P28-Rec3-2009.09.02.19.28.24_C1 trigger _C_Section_14,11
Sessions/3562,Part_28_Trial11_taggingImages1,P28-Rec2-2009.09.02.19.22.16_C1 trigger _C_Section_12,14
Sessions/312,Part_3_Trial11_taggingImages1,P3-Rec2-2009.07.21.16.11.18_C1 trigger _C_Section_12,13
Sessions/3799,Part_30_N_Trial15_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_29,20
Sessions/1559,Part_12_Trial28_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_29,11
Sessions/2206,Part_17_Trial25_taggingVideos,P17-Rec4-2009.08.28.10.38.02_C1 trigger _C_Section_26,13
Sessions/487,Part_4_Trial26_taggingImages2,P4-Rec3-2009.07.21.18.50.11_C1 trigger _C_Section_27,11
Sessions/2734,Part_22_S_Trial2_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_4,119
Sessions/3697,Part_29_Trial16_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_17,11
Sessions/568,Part_5_Trial7_taggingImages1,P5-Rec2-2009.07.22.13.04.36_C1 trigger _C_Section_8,14
Sessions/1523,Part_12_Trial22_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_23,11
Sessions/1097,Part_9_Trial16_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_17,11
Sessions/1037,Part_8_Trial26_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_27,17
Sessions/1803,Part_14_Trial12_taggingVideos,P14-Rec4-2009.08.26.17.33.49_C1 trigger _C_Section_13,12
Sessions/1284,Part_10_Trial13_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_14,14
Sessions/2345,Part_19_N_Trial3_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_5,20
Sessions/616,Part_5_Trial25_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_26,10
Sessions/3210,Part_25_Trial19_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_20,11
Sessions/3867,Part_30_Trial26_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_27,11
Sessions/1263,Part_10_Trial22_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_23,11
Sessions/1780,Part_14_Trial19_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_20,11
Sessions/1265,Part_10_Trial24_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_25,11
Sessions/3685,Part_29_Trial4_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_5,11
Sessions/1108,Part_9_Trial27_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_28,10
Sessions/3057,Part_24_Trial26_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_27,11
Sessions/2231,Part_18_N_Trial11_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_21,21
Sessions/3891,Part_30_Trial20_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_21,13
Sessions/4,Part_1_S_Trial2_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_4,127
Sessions/3899,Part_30_Trial28_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_29,13
Sessions/1273,Part_10_Trial2_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_3,17
Sessions/2528,Part_20_Trial17_taggingImages1,P20-Rec2-2009.08.31.11.26.53_C1 trigger _C_Section_18,11
Sessions/2037,Part_16_Trial16_taggingImages2,P16-Rec3-2009.08.27.12.57.56_C1 trigger _C_Section_17,11
Sessions/1357,Part_11_Trial16_taggingImages1,P11-Rec2-2009.07.24.11.21.50_C1 trigger _C_Section_17,10
Sessions/2419,Part_19_Trial8_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_9,10
Sessions/2765,Part_22_N_Trial18_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_35,17
Sessions/3880,Part_30_Trial9_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_10,12
Sessions/3656,Part_29_S_Trial8_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_16,86
Sessions/2453,Part_19_Trial12_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_13,12
Sessions/2664,Part_21_Trial23_taggingImages1,P21-Rec2-2009.08.31.15.13.20_C1 trigger _C_Section_24,11
Sessions/251,Part_2_Trial20_taggingVideos,P2-Rec4-2009.07.10.16.47.27_C1 trigger _C_Section_21,17
Sessions/2557,Part_20_Trial16_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_17,12
Sessions/640,Part_5_Trial19_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_20,15
Sessions/1089,Part_9_Trial8_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_9,11
Sessions/1112,Part_9_Trial1_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_2,11
Sessions/3085,Part_24_Trial24_taggingImages2,P24-Rec3-2009.09.01.12.54.27_C1 trigger _C_Section_25,11
Sessions/2508,Part_20_S_Trial19_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_38,106
Sessions/2223,Part_18_N_Trial7_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_13,20
Sessions/3124,Part_25_S_Trial2_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_4,92
Sessions/2425,Part_19_Trial14_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_15,11
Sessions/3466,Part_27_Trial15_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_16,11
Sessions/3436,Part_27_Trial15_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_16,11
Sessions/1255,Part_10_Trial14_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_15,11
Sessions/227,Part_2_Trial26_taggingImages2,P2-Rec3-2009.07.10.16.41.03_C1 trigger _C_Section_27,11
Sessions/1120,Part_9_Trial9_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_10,11
Sessions/3856,Part_30_Trial15_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_16,12
Sessions/1292,Part_10_Trial21_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_22,15
Sessions/1770,Part_14_Trial9_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_10,11
Sessions/1348,Part_11_Trial7_taggingImages1,P11-Rec2-2009.07.24.11.21.50_C1 trigger _C_Section_8,12
Sessions/3887,Part_30_Trial16_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_17,14
Sessions/2060,Part_16_Trial9_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_10,12
Sessions/1758,Part_14_Trial27_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_28,11
Sessions/838,Part_7_Trial17_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_18,15
Sessions/2694,Part_21_Trial23_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_24,11
Sessions/2500,Part_20_S_Trial15_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_30,80
Sessions/218,Part_2_Trial17_taggingImages2,P2-Rec3-2009.07.10.16.41.03_C1 trigger _C_Section_18,11
Sessions/1494,Part_12_Trial23_taggingImages1,P12-Rec2-2009.08.26.12.19.18_C1 trigger _C_Section_24,11
Sessions/2358,Part_19_S_Trial9_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_18,144
Sessions/740,Part_6_Trial19_taggingImages2,P6-Rec3-2009.07.22.15.44.55_C1 trigger _C_Section_20,11
Sessions/1564,Part_13_S_Trial2_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_4,141
Sessions/557,Part_5_N_Trial19_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_37,21
Sessions/1253,Part_10_Trial12_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_13,11
Sessions/596,Part_5_Trial5_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_6,12
Sessions/3137,Part_25_N_Trial9_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_17,20
Sessions/815,Part_7_N_Trial18_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_35,18
Sessions/986,Part_8_Trial5_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_6,11
Sessions/3240,Part_25_Trial19_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_20,12
Sessions/257,Part_2_Trial26_taggingVideos,P2-Rec4-2009.07.10.16.47.27_C1 trigger _C_Section_27,16
Sessions/2030,Part_16_Trial9_taggingImages2,P16-Rec3-2009.08.27.12.57.56_C1 trigger _C_Section_10,11
Sessions/1711,Part_14_N_Trial11_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_21,20
Sessions/2627,Part_21_N_Trial14_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_27,17
Sessions/1059,Part_9_N_Trial10_emotion,P9-Rec1-2009.07.23.14.55.41_C1 trigger _C_Section_19,18
Sessions/123,Part_1_Trial22_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_23,12
Sessions/3213,Part_25_Trial22_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_23,11
Sessions/1632,Part_13_Trial1_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_2,12
Sessions/2097,Part_17_N_Trial9_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_17,20
Sessions/1175,Part_10_N_Trial3_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_5,21
Sessions/1635,Part_13_Trial4_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_5,12
Sessions/1303,Part_11_N_Trial2_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_3,18
Sessions/915,Part_8_N_Trial3_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_5,21
Sessions/168,Part_2_S_Trial19_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_38,98
Sessions/3607,Part_28_Trial26_taggingImages2,P28-Rec3-2009.09.02.19.28.24_C1 trigger _C_Section_27,11
Sessions/2416,Part_19_Trial5_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_6,11
Sessions/3893,Part_30_Trial22_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_23,12
Sessions/796,Part_7_S_Trial8_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_16,65
Sessions/364,Part_3_Trial3_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_4,15
Sessions/2692,Part_21_Trial21_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_22,11
Sessions/2293,Part_18_Trial12_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_13,11
Sessions/1655,Part_13_Trial24_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_25,11
Sessions/355,Part_3_Trial24_taggingImages2,P3-Rec3-2009.07.21.16.19.16_C1 trigger _C_Section_25,11
Sessions/3642,Part_29_S_Trial1_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_2,134
Sessions/2161,Part_17_Trial10_taggingImages2,P17-Rec3-2009.08.28.10.31.45_C1 trigger _C_Section_11,11
Sessions/3157,Part_25_N_Trial19_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_37,20
Sessions/415,Part_4_N_Trial13_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_25,21
Sessions/2866,Part_23_S_Trial3_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_6,87
Sessions/3632,Part_28_Trial21_taggingVideos,P28-Rec4-2009.09.02.19.34.25_C1 trigger _C_Section_22,12
Sessions/763,Part_6_Trial12_taggingVideos,P6-Rec4-2009.07.22.15.52.24_C1 trigger _C_Section_13,18
Sessions/505,Part_4_Trial14_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_15,15
Sessions/2537,Part_20_Trial26_taggingImages1,P20-Rec2-2009.08.31.11.26.53_C1 trigger _C_Section_27,11
Sessions/917,Part_8_N_Trial4_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_7,23
Sessions/2966,Part_23_Trial5_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_6,12
Sessions/322,Part_3_Trial21_taggingImages1,P3-Rec2-2009.07.21.16.11.18_C1 trigger _C_Section_22,12
Sessions/3216,Part_25_Trial25_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_26,11
Sessions/671,Part_6_N_Trial11_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_21,21
Sessions/1475,Part_12_Trial4_taggingImages1,P12-Rec2-2009.08.26.12.19.18_C1 trigger _C_Section_5,11
Sessions/2216,Part_18_S_Trial3_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_6,63
